year,trim,x,clave,poblacion,muertos,tasa,ent,var
2020,1,0.53822851,1,1434635,0,0,Aguascalientes,Employment Rate
2021,1,0.52303058,1,1434635,705,49.141418,Aguascalientes,Employment Rate
2022,1,0.52912343,1,1434635,423,29.484852,Aguascalientes,Employment Rate
2021,2,0.52752715,1,1434635,188,13.104379,Aguascalientes,Employment Rate
2022,2,0.53024131,1,1434635,15,1.0455621,Aguascalientes,Employment Rate
2020,3,0.51053572,1,1434635,504,35.130886,Aguascalientes,Employment Rate
2021,3,0.53111577,1,1434635,319,22.23562,Aguascalientes,Employment Rate
2020,4,0.51474571,1,1434635,943,65.731003,Aguascalientes,Employment Rate
2021,4,0.53509492,1,1434635,277,19.308046,Aguascalientes,Employment Rate
2020,1,0.56036973,2,3634868,5,0.13755658,Baja California,Employment Rate
2021,1,0.53520489,2,3634868,1867,51.363625,Baja California,Employment Rate
2022,1,0.55564642,2,3634868,1057,29.07946,Baja California,Employment Rate
2021,2,0.5533219,2,3634868,315,8.6660643,Baja California,Employment Rate
2022,2,0.5655787,2,3634868,39,1.0729413,Baja California,Employment Rate
2020,3,0.52401084,2,3634868,1620,44.568333,Baja California,Employment Rate
2021,3,0.55539113,2,3634868,656,18.047422,Baja California,Employment Rate
2020,4,0.54188204,2,3634868,2403,66.109688,Baja California,Employment Rate
2021,4,0.56275642,2,3634868,1761,48.447426,Baja California,Employment Rate
2020,1,0.62457269,3,804708,2,0.24853736,Baja California Sur,Employment Rate
2021,1,0.57575721,3,804708,493,61.264458,Baja California Sur,Employment Rate
2022,1,0.61569053,3,804708,243,30.197289,Baja California Sur,Employment Rate
2021,2,0.60589808,3,804708,308,38.274754,Baja California Sur,Employment Rate
2022,2,0.62021101,3,804708,22,2.733911,Baja California Sur,Employment Rate
2020,3,0.52422678,3,804708,503,62.507145,Baja California Sur,Employment Rate
2021,3,0.60202289,3,804708,718,89.224915,Baja California Sur,Employment Rate
2020,4,0.56579965,3,804708,251,31.191439,Baja California Sur,Employment Rate
2021,4,0.61543751,3,804708,85,10.562838,Baja California Sur,Employment Rate
2020,1,0.56716418,4,1000617,0,0,Campeche,Employment Rate
2021,1,0.57521349,4,1000617,160,15.990134,Campeche,Employment Rate
2022,1,0.55572945,4,1000617,108,10.793341,Campeche,Employment Rate
2021,2,0.58096528,4,1000617,150,14.99075,Campeche,Employment Rate
2022,2,0.56510288,4,1000617,9,0.89944506,Campeche,Employment Rate
2020,3,0.49784058,4,1000617,697,69.657021,Campeche,Employment Rate
2021,3,0.55937171,4,1000617,634,63.360905,Campeche,Employment Rate
2020,4,0.54426444,4,1000617,60,5.9963002,Campeche,Employment Rate
2021,4,0.55783069,4,1000617,138,13.791491,Campeche,Employment Rate
2020,1,0.52959347,5,3218720,5,0.15534125,Coahuila,Employment Rate
2021,1,0.52976346,5,3218720,1668,51.821842,Coahuila,Employment Rate
2022,1,0.53826231,5,3218720,935,29.048815,Coahuila,Employment Rate
2021,2,0.54464084,5,3218720,141,4.3806233,Coahuila,Employment Rate
2022,2,0.55264276,5,3218720,13,0.40388727,Coahuila,Employment Rate
2020,3,0.50800484,5,3218720,1809,56.202465,Coahuila,Employment Rate
2021,3,0.54438168,5,3218720,688,21.374956,Coahuila,Employment Rate
2020,4,0.52570099,5,3218720,2557,79.441521,Coahuila,Employment Rate
2021,4,0.54289818,5,3218720,677,21.033205,Coahuila,Employment Rate
2020,1,0.60818154,6,785153,0,0,Colima,Employment Rate
2021,1,0.57995784,6,785153,340,43.303661,Colima,Employment Rate
2022,1,0.60574198,6,785153,155,19.741375,Colima,Employment Rate
2021,2,0.60509819,6,785153,65,8.2786417,Colima,Employment Rate
2022,2,0.61713219,6,785153,8,1.0189097,Colima,Employment Rate
2020,3,0.54625988,6,785153,505,64.318672,Colima,Employment Rate
2021,3,0.6180324,6,785153,703,89.53669,Colima,Employment Rate
2020,4,0.55966395,6,785153,238,30.312563,Colima,Employment Rate
2021,4,0.62267262,6,785153,113,14.392099,Colima,Employment Rate
2020,1,0.50929904,7,5730367,0,0,Chiapas,Employment Rate
2021,1,0.49588579,7,5730367,274,4.7815437,Chiapas,Employment Rate
2022,1,0.49890363,7,5730367,107,1.8672452,Chiapas,Employment Rate
2021,2,0.52330673,7,5730367,85,1.4833256,Chiapas,Employment Rate
2022,2,0.50327009,7,5730367,3,0.052352667,Chiapas,Employment Rate
2020,3,0.47045636,7,5730367,470,8.2019176,Chiapas,Employment Rate
2021,3,0.50438368,7,5730367,545,9.5107346,Chiapas,Employment Rate
2020,4,0.49207452,7,5730367,65,1.1343079,Chiapas,Employment Rate
2021,4,0.5190962,7,5730367,73,1.2739149,Chiapas,Employment Rate
2020,1,0.5527066,8,3801487,1,0.026305495,Chihuahua,Employment Rate
2021,1,0.52563953,8,3801487,1054,27.725992,Chihuahua,Employment Rate
2022,1,0.5450986,8,3801487,1075,28.278408,Chihuahua,Employment Rate
2021,2,0.54392332,8,3801487,812,21.360062,Chihuahua,Employment Rate
2022,2,0.56564718,8,3801487,34,0.89438683,Chihuahua,Employment Rate
2020,3,0.54174149,8,3801487,900,23.674946,Chihuahua,Employment Rate
2021,3,0.55726272,8,3801487,318,8.3651476,Chihuahua,Employment Rate
2020,4,0.54342771,8,3801487,3717,97.777527,Chihuahua,Employment Rate
2021,4,0.55882919,8,3801487,954,25.095444,Chihuahua,Employment Rate
2020,1,0.55699563,9,9018645,24,0.26611537,Mexico City,Employment Rate
2021,1,0.47799692,9,9018645,13075,144.97743,Mexico City,Employment Rate
2022,1,0.54154551,9,9018645,2138,23.706444,Mexico City,Employment Rate
2021,2,0.50952542,9,9018645,1722,19.093777,Mexico City,Employment Rate
2022,2,0.55869055,9,9018645,142,1.5745159,Mexico City,Employment Rate
2020,3,0.4504059,9,9018645,4778,52.979134,Mexico City,Employment Rate
2021,3,0.54032683,9,9018645,4233,46.936096,Mexico City,Employment Rate
2020,4,0.48623303,9,9018645,7851,87.052986,Mexico City,Employment Rate
2021,4,0.54903084,9,9018645,793,8.7928953,Mexico City,Employment Rate
2020,1,0.53152436,10,1868996,3,0.16051398,Durango,Employment Rate
2021,1,0.52917999,10,1868996,589,31.514246,Durango,Employment Rate
2022,1,0.54193085,10,1868996,369,19.743221,Durango,Employment Rate
2021,2,0.55212301,10,1868996,150,8.0256996,Durango,Employment Rate
2022,2,0.55267167,10,1868996,4,0.21401864,Durango,Employment Rate
2020,3,0.52619976,10,1868996,534,28.571489,Durango,Employment Rate
2021,3,0.55897045,10,1868996,459,24.55864,Durango,Employment Rate
2020,4,0.52468705,10,1868996,1113,59.55069,Durango,Employment Rate
2021,4,0.55648357,10,1868996,253,13.536679,Durango,Employment Rate
2020,1,0.5374403,11,6228175,0,0,Guanajuato,Employment Rate
2021,1,0.51178247,11,6228175,4712,75.656189,Guanajuato,Employment Rate
2022,1,0.5345633,11,6228175,1259,20.21459,Guanajuato,Employment Rate
2021,2,0.53352988,11,6228175,312,5.0094934,Guanajuato,Employment Rate
2022,2,0.54464817,11,6228175,28,0.44956991,Guanajuato,Employment Rate
2020,3,0.51121706,11,6228175,2556,41.03931,Guanajuato,Employment Rate
2021,3,0.53885508,11,6228175,1208,19.395729,Guanajuato,Employment Rate
2020,4,0.53071409,11,6228175,2787,44.74826,Guanajuato,Employment Rate
2021,4,0.53563082,11,6228175,1291,20.728384,Guanajuato,Employment Rate
2020,1,0.54947871,12,3657048,2,0.054688919,Guerrero,Employment Rate
2021,1,0.50800866,12,3657048,1384,37.84473,Guerrero,Employment Rate
2022,1,0.49628058,12,3657048,345,9.4338388,Guerrero,Employment Rate
2021,2,0.54729855,12,3657048,347,9.4885273,Guerrero,Employment Rate
2022,2,0.54306662,12,3657048,8,0.21875568,Guerrero,Employment Rate
2020,3,0.52529532,12,3657048,1034,28.27417,Guerrero,Employment Rate
2021,3,0.54823428,12,3657048,1533,41.919056,Guerrero,Employment Rate
2020,4,0.53919154,12,3657048,654,17.883276,Guerrero,Employment Rate
2021,4,0.53994262,12,3657048,232,6.3439145,Guerrero,Employment Rate
2020,1,0.53581655,13,3086414,3,0.097200178,Hidalgo,Employment Rate
2021,1,0.48843995,13,3086414,2400,77.760147,Hidalgo,Employment Rate
2022,1,0.52060848,13,3086414,465,15.066028,Hidalgo,Employment Rate
2021,2,0.51263154,13,3086414,326,10.56242,Hidalgo,Employment Rate
2022,2,0.54145414,13,3086414,15,0.4860009,Hidalgo,Employment Rate
2020,3,0.48786747,13,3086414,1369,44.355682,Hidalgo,Employment Rate
2021,3,0.52928948,13,3086414,1289,41.76368,Hidalgo,Employment Rate
2020,4,0.50757539,13,3086414,1555,50.382095,Hidalgo,Employment Rate
2021,4,0.53559846,13,3086414,297,9.622818,Hidalgo,Employment Rate
2020,1,0.56452012,14,8409693,4,0.047564164,Jalisco,Employment Rate
2021,1,0.5485943,14,8409693,5377,63.938126,Jalisco,Employment Rate
2022,1,0.56910247,14,8409693,1837,21.843842,Jalisco,Employment Rate
2021,2,0.56195885,14,8409693,585,6.9562588,Jalisco,Employment Rate
2022,2,0.57351345,14,8409693,57,0.67778933,Jalisco,Employment Rate
2020,3,0.52816671,14,8409693,2855,33.948921,Jalisco,Employment Rate
2021,3,0.55675,14,8409693,3912,46.51775,Jalisco,Employment Rate
2020,4,0.54031181,14,8409693,3191,37.944309,Jalisco,Employment Rate
2021,4,0.57046223,14,8409693,1080,12.842323,Jalisco,Employment Rate
2020,1,0.52115846,15,17427790,13,0.074593507,Mexico,Employment Rate
2021,1,0.47590634,15,17427790,13091,75.115662,Mexico,Employment Rate
2022,1,0.52174389,15,17427790,1894,10.867701,Mexico,Employment Rate
2021,2,0.51239133,15,17427790,1923,11.034101,Mexico,Employment Rate
2022,2,0.53853899,15,17427790,98,0.56232029,Mexico,Employment Rate
2020,3,0.46346757,15,17427790,6692,38.398441,Mexico,Employment Rate
2021,3,0.52308863,15,17427790,5340,30.640718,Mexico,Employment Rate
2020,4,0.48313227,15,17427790,8127,46.63242,Mexico,Employment Rate
2021,4,0.52693629,15,17427790,1128,6.4724212,Mexico,Employment Rate
2020,1,0.56219149,16,4825401,1,0.020723667,Michoacan,Employment Rate
2021,1,0.51976192,16,4825401,2604,53.964428,Michoacan,Employment Rate
2022,1,0.55464387,16,4825401,509,10.548347,Michoacan,Employment Rate
2021,2,0.53288019,16,4825401,479,9.9266357,Michoacan,Employment Rate
2022,2,0.56623852,16,4825401,16,0.33157867,Michoacan,Employment Rate
2020,3,0.52188504,16,4825401,1366,28.308529,Michoacan,Employment Rate
2021,3,0.55622065,16,4825401,1703,35.292404,Michoacan,Employment Rate
2020,4,0.52526003,16,4825401,1092,22.630243,Michoacan,Employment Rate
2021,4,0.54820108,16,4825401,505,10.465451,Michoacan,Employment Rate
2020,1,0.52291143,17,2044058,3,0.14676687,Morelos,Employment Rate
2021,1,0.48621675,17,2044058,1809,88.500427,Morelos,Employment Rate
2022,1,0.50406784,17,2044058,298,14.578843,Morelos,Employment Rate
2021,2,0.50420099,17,2044058,458,22.406408,Morelos,Employment Rate
2022,2,0.49613217,17,2044058,7,0.34245604,Morelos,Employment Rate
2020,3,0.49237299,17,2044058,475,23.238089,Morelos,Employment Rate
2021,3,0.50620401,17,2044058,615,30.08721,Morelos,Employment Rate
2020,4,0.50744927,17,2044058,598,29.255529,Morelos,Employment Rate
2021,4,0.50344843,17,2044058,235,11.496738,Morelos,Employment Rate
2020,1,0.59787494,18,1288571,1,0.077605344,Nayarit,Employment Rate
2021,1,0.63301927,18,1288571,658,51.06432,Nayarit,Employment Rate
2022,1,0.59646219,18,1288571,260,20.177391,Nayarit,Employment Rate
2021,2,0.61857229,18,1288571,112,8.6917992,Nayarit,Employment Rate
2022,2,0.60053396,18,1288571,11,0.8536588,Nayarit,Employment Rate
2020,3,0.62729692,18,1288571,601,46.640812,Nayarit,Employment Rate
2021,3,0.59469014,18,1288571,911,70.698471,Nayarit,Employment Rate
2020,4,0.63961965,18,1288571,276,21.419075,Nayarit,Employment Rate
2021,4,0.60031098,18,1288571,145,11.252775,Nayarit,Employment Rate
2020,1,0.55438679,19,5610153,0,0,Nuevo Leon,Employment Rate
2021,1,0.52945083,19,5610153,3334,59.427971,Nuevo Leon,Employment Rate
2022,1,0.54456651,19,5610153,1142,20.355951,Nuevo Leon,Employment Rate
2021,2,0.5545212,19,5610153,434,7.7359743,Nuevo Leon,Employment Rate
2022,2,0.55352372,19,5610153,72,1.2833874,Nuevo Leon,Employment Rate
2020,3,0.52505589,19,5610153,3252,57.966335,Nuevo Leon,Employment Rate
2021,3,0.54944468,19,5610153,2841,50.640331,Nuevo Leon,Employment Rate
2020,4,0.5361771,19,5610153,2815,50.176884,Nuevo Leon,Employment Rate
2021,4,0.55528611,19,5610153,707,12.602152,Nuevo Leon,Employment Rate
2020,1,0.56096393,20,4143593,2,0.04826729,Oaxaca,Employment Rate
2021,1,0.56669199,20,4143593,1367,32.990692,Oaxaca,Employment Rate
2022,1,0.56251657,20,4143593,418,10.087863,Oaxaca,Employment Rate
2021,2,0.55578923,20,4143593,333,8.0365038,Oaxaca,Employment Rate
2022,2,0.56831479,20,4143593,27,0.65160841,Oaxaca,Employment Rate
2020,3,0.54379916,20,4143593,1047,25.267925,Oaxaca,Employment Rate
2021,3,0.53683692,20,4143593,1292,31.180668,Oaxaca,Employment Rate
2020,4,0.57568657,20,4143593,667,16.097141,Oaxaca,Employment Rate
2021,4,0.55364859,20,4143593,345,8.326107,Oaxaca,Employment Rate
2020,1,0.55698079,21,6604451,3,0.04542391,Puebla,Employment Rate
2021,1,0.52046317,21,6604451,4593,69.544006,Puebla,Employment Rate
2022,1,0.5429014,21,6604451,580,8.7819567,Puebla,Employment Rate
2021,2,0.54879087,21,6604451,1097,16.61001,Puebla,Employment Rate
2022,2,0.5553872,21,6604451,22,0.33310869,Puebla,Employment Rate
2020,3,0.51529884,21,6604451,3277,49.618053,Puebla,Employment Rate
2021,3,0.54249942,21,6604451,2621,39.685356,Puebla,Employment Rate
2020,4,0.52491355,21,6604451,1573,23.81727,Puebla,Employment Rate
2021,4,0.54736787,21,6604451,790,11.96163,Puebla,Employment Rate
2020,1,0.51145667,22,2279637,1,0.043866634,Queretaro,Employment Rate
2021,1,0.48697183,22,2279637,1956,85.803131,Queretaro,Employment Rate
2022,1,0.49773875,22,2279637,541,23.731848,Queretaro,Employment Rate
2021,2,0.50082296,22,2279637,304,13.335457,Queretaro,Employment Rate
2022,2,0.47754654,22,2279637,18,0.78959942,Queretaro,Employment Rate
2020,3,0.45683178,22,2279637,744,32.636776,Queretaro,Employment Rate
2021,3,0.51466817,22,2279637,810,35.531971,Queretaro,Employment Rate
2020,4,0.49831745,22,2279637,1251,54.877159,Queretaro,Employment Rate
2021,4,0.49564272,22,2279637,314,13.774123,Queretaro,Employment Rate
2020,1,0.59579152,23,1723259,5,0.2901479,Quintana Roo,Employment Rate
2021,1,0.54613566,23,1723259,448,25.997253,Quintana Roo,Employment Rate
2022,1,0.58138287,23,1723259,230,13.346804,Quintana Roo,Employment Rate
2021,2,0.55549741,23,1723259,552,32.03233,Quintana Roo,Employment Rate
2022,2,0.59598994,23,1723259,7,0.40620708,Quintana Roo,Employment Rate
2020,3,0.48321995,23,1723259,1142,66.269783,Quintana Roo,Employment Rate
2021,3,0.57000262,23,1723259,933,54.141602,Quintana Roo,Employment Rate
2020,4,0.5271101,23,1723259,291,16.886608,Quintana Roo,Employment Rate
2021,4,0.57688522,23,1723259,114,6.6153722,Quintana Roo,Employment Rate
2020,1,0.53753591,24,2866142,3,0.10467032,San Luis Potosi,Employment Rate
2021,1,0.51802856,24,2866142,1807,63.046421,San Luis Potosi,Employment Rate
2022,1,0.54122025,24,2866142,604,21.073624,San Luis Potosi,Employment Rate
2021,2,0.54278588,24,2866142,211,7.3618126,San Luis Potosi,Employment Rate
2022,2,0.53739285,24,2866142,14,0.48846149,San Luis Potosi,Employment Rate
2020,3,0.50472254,24,2866142,1802,62.871971,San Luis Potosi,Employment Rate
2021,3,0.55019492,24,2866142,1042,36.355492,San Luis Potosi,Employment Rate
2020,4,0.52655727,24,2866142,1452,50.660435,San Luis Potosi,Employment Rate
2021,4,0.55118829,24,2866142,359,12.525548,San Luis Potosi,Employment Rate
2020,1,0.55447435,25,3156674,5,0.15839456,Sinaloa,Employment Rate
2021,1,0.52879089,25,3156674,1378,43.653542,Sinaloa,Employment Rate
2022,1,0.52152115,25,3156674,581,18.405449,Sinaloa,Employment Rate
2021,2,0.52903014,25,3156674,509,16.124567,Sinaloa,Employment Rate
2022,2,0.54156768,25,3156674,40,1.2671565,Sinaloa,Employment Rate
2020,3,0.47726282,25,3156674,2034,64.434906,Sinaloa,Employment Rate
2021,3,0.52070105,25,3156674,2247,71.182518,Sinaloa,Employment Rate
2020,4,0.50672495,25,3156674,919,29.112921,Sinaloa,Employment Rate
2021,4,0.52549779,25,3156674,322,10.20061,Sinaloa,Employment Rate
2020,1,0.56269109,26,3074745,1,0.032523021,Sonora,Employment Rate
2021,1,0.53867483,26,3074745,1473,47.90641,Sonora,Employment Rate
2022,1,0.56355214,26,3074745,855,27.807184,Sonora,Employment Rate
2021,2,0.56394643,26,3074745,322,10.472413,Sonora,Employment Rate
2022,2,0.57810152,26,3074745,12,0.39027625,Sonora,Employment Rate
2020,3,0.47718611,26,3074745,2052,66.737244,Sonora,Employment Rate
2021,3,0.56665421,26,3074745,1373,44.65411,Sonora,Employment Rate
2020,4,0.54896563,26,3074745,1572,51.12619,Sonora,Employment Rate
2021,4,0.57731146,26,3074745,906,29.465858,Sonora,Employment Rate
2020,1,0.52997273,27,2572287,2,0.077751823,Tabasco,Employment Rate
2021,1,0.48626155,27,2572287,594,23.092291,Tabasco,Employment Rate
2022,1,0.50574964,27,2572287,271,10.535372,Tabasco,Employment Rate
2021,2,0.50024056,27,2572287,326,12.673547,Tabasco,Employment Rate
2022,2,0.50310582,27,2572287,18,0.6997664,Tabasco,Employment Rate
2020,3,0.43907726,27,2572287,1695,65.894669,Tabasco,Employment Rate
2021,3,0.49020132,27,2572287,1110,43.15226,Tabasco,Employment Rate
2020,4,0.45700574,27,2572287,326,12.673547,Tabasco,Employment Rate
2021,4,0.4926475,27,2572287,369,14.345211,Tabasco,Employment Rate
2020,1,0.54499388,28,3650602,0,0,Tamaulipas,Employment Rate
2021,1,0.52464157,28,3650602,1170,32.049507,Tamaulipas,Employment Rate
2022,1,0.53863019,28,3650602,864,23.66733,Tamaulipas,Employment Rate
2021,2,0.54621881,28,3650602,538,14.737295,Tamaulipas,Employment Rate
2022,2,0.55174655,28,3650602,26,0.71221131,Tamaulipas,Employment Rate
2020,3,0.51145494,28,3650602,2202,60.318817,Tamaulipas,Employment Rate
2021,3,0.54618531,28,3650602,1317,36.076241,Tamaulipas,Employment Rate
2020,4,0.53178358,28,3650602,891,24.406933,Tamaulipas,Employment Rate
2021,4,0.55446577,28,3650602,416,11.395381,Tamaulipas,Employment Rate
2020,1,0.55560267,29,1380011,0,0,Tlaxcala,Employment Rate
2021,1,0.5119741,29,1380011,971,70.361755,Tlaxcala,Employment Rate
2022,1,0.54281729,29,1380011,82,5.9419818,Tlaxcala,Employment Rate
2021,2,0.54718345,29,1380011,114,8.2608042,Tlaxcala,Employment Rate
2022,2,0.55302453,29,1380011,5,0.36231595,Tlaxcala,Employment Rate
2020,3,0.50211138,29,1380011,747,54.130005,Tlaxcala,Employment Rate
2021,3,0.55343789,29,1380011,293,21.231714,Tlaxcala,Employment Rate
2020,4,0.53215724,29,1380011,311,22.536053,Tlaxcala,Employment Rate
2021,4,0.55213153,29,1380011,98,7.1013927,Tlaxcala,Employment Rate
2020,1,0.51171899,30,8539862,1,0.011709791,Veracruz,Employment Rate
2021,1,0.48010486,30,8539862,2776,32.506378,Veracruz,Employment Rate
2022,1,0.47847572,30,8539862,888,10.398294,Veracruz,Employment Rate
2021,2,0.48906597,30,8539862,631,7.3888783,Veracruz,Employment Rate
2022,2,0.49525508,30,8539862,54,0.63232875,Veracruz,Employment Rate
2020,3,0.46540141,30,8539862,3788,44.356689,Veracruz,Employment Rate
2021,3,0.48947027,30,8539862,4457,52.19054,Veracruz,Employment Rate
2020,4,0.48359725,30,8539862,1259,14.742627,Veracruz,Employment Rate
2021,4,0.49234205,30,8539862,674,7.8923993,Veracruz,Employment Rate
2020,1,0.60178751,31,2259098,1,0.044265453,Yucatan,Employment Rate
2021,1,0.59959447,31,2259098,852,37.714169,Yucatan,Employment Rate
2022,1,0.60160142,31,2259098,455,20.140781,Yucatan,Employment Rate
2021,2,0.60650754,31,2259098,792,35.058239,Yucatan,Employment Rate
