genero,ll_g,ul_g,genero_mco,ll_g_mco,ul_g_mco,n,year
-0.121970691,-0.170947731,-0.07299365,-0.135519137,-0.143873498,-0.127164776,99,2019
-0.079889661,-0.177864911,0.01808559,-0.117787759,-0.130349899,-0.105225619,1,2020
-0.125886863,-0.173786002,-0.077987723,-0.117787759,-0.130349899,-0.105225619,2,2020
-0.117965493,-0.173287128,-0.062643858,-0.117787759,-0.130349899,-0.105225619,3,2020
-0.127935813,-0.161369055,-0.094502572,-0.117787759,-0.130349899,-0.105225619,4,2020
-0.130483557,-0.170220473,-0.09074664,-0.117787759,-0.130349899,-0.105225619,5,2020
-0.135472055,-0.168683144,-0.102260966,-0.117787759,-0.130349899,-0.105225619,6,2020
-0.128788354,-0.154359197,-0.103217512,-0.117787759,-0.130349899,-0.105225619,7,2020
-0.134125687,-0.162162193,-0.10608918,-0.117787759,-0.130349899,-0.105225619,8,2020
-0.13086009,-0.157591086,-0.104129095,-0.117787759,-0.130349899,-0.105225619,9,2020
-0.129693771,-0.15462169,-0.104765852,-0.117787759,-0.130349899,-0.105225619,10,2020
-0.12514946,-0.148919236,-0.101379683,-0.117787759,-0.130349899,-0.105225619,11,2020
-0.121766843,-0.143609341,-0.099924346,-0.117787759,-0.130349899,-0.105225619,12,2020
-0.121289755,-0.139796864,-0.102782645,-0.117787759,-0.130349899,-0.105225619,13,2020
-0.118710093,-0.141100632,-0.096319555,-0.117787759,-0.130349899,-0.105225619,14,2020
-0.116364861,-0.136677143,-0.096052579,-0.117787759,-0.130349899,-0.105225619,15,2020
-0.117204541,-0.13631394,-0.098095143,-0.117787759,-0.130349899,-0.105225619,16,2020
-0.11400928,-0.132154143,-0.095864416,-0.117787759,-0.130349899,-0.105225619,17,2020
-0.112199237,-0.129875209,-0.094523265,-0.117787759,-0.130349899,-0.105225619,18,2020
-0.110131054,-0.127735164,-0.092526943,-0.117787759,-0.130349899,-0.105225619,19,2020
-0.111695718,-0.127751934,-0.095639502,-0.117787759,-0.130349899,-0.105225619,20,2020
-0.115917605,-0.131323275,-0.100511935,-0.117787759,-0.130349899,-0.105225619,21,2020
-0.115330235,-0.131314536,-0.099345935,-0.117787759,-0.130349899,-0.105225619,22,2020
-0.114723318,-0.131033759,-0.098412878,-0.117787759,-0.130349899,-0.105225619,23,2020
-0.115219599,-0.13184242,-0.098596778,-0.117787759,-0.130349899,-0.105225619,24,2020
-0.11471811,-0.130427249,-0.099008971,-0.117787759,-0.130349899,-0.105225619,25,2020
-0.114850836,-0.129750268,-0.099951404,-0.117787759,-0.130349899,-0.105225619,26,2020
-0.113009643,-0.127754094,-0.098265193,-0.117787759,-0.130349899,-0.105225619,27,2020
-0.113383857,-0.128461165,-0.098306548,-0.117787759,-0.130349899,-0.105225619,28,2020
-0.113126501,-0.127750459,-0.098502543,-0.117787759,-0.130349899,-0.105225619,29,2020
-0.111369166,-0.125777617,-0.096960715,-0.117787759,-0.130349899,-0.105225619,30,2020
-0.112542887,-0.126915663,-0.098170111,-0.117787759,-0.130349899,-0.105225619,31,2020
-0.11315975,-0.127505963,-0.098813537,-0.117787759,-0.130349899,-0.105225619,32,2020
-0.11316748,-0.127121838,-0.099213121,-0.117787759,-0.130349899,-0.105225619,33,2020
-0.115974375,-0.129911695,-0.102037056,-0.117787759,-0.130349899,-0.105225619,34,2020
-0.11642275,-0.129714499,-0.103131001,-0.117787759,-0.130349899,-0.105225619,35,2020
-0.115905986,-0.129120336,-0.102691636,-0.117787759,-0.130349899,-0.105225619,36,2020
-0.117928003,-0.130062382,-0.105793624,-0.117787759,-0.130349899,-0.105225619,37,2020
-0.116761935,-0.129081594,-0.104442275,-0.117787759,-0.130349899,-0.105225619,38,2020
-0.117705369,-0.130051188,-0.10535955,-0.117787759,-0.130349899,-0.105225619,39,2020
-0.117113228,-0.130289116,-0.103937339,-0.117787759,-0.130349899,-0.105225619,40,2020
-0.115247666,-0.128909427,-0.101585905,-0.117787759,-0.130349899,-0.105225619,41,2020
-0.11463004,-0.127789489,-0.101470592,-0.117787759,-0.130349899,-0.105225619,42,2020
-0.112952301,-0.124734054,-0.101170548,-0.117787759,-0.130349899,-0.105225619,43,2020
-0.115482515,-0.126770549,-0.104194481,-0.117787759,-0.130349899,-0.105225619,44,2020
-0.118533868,-0.12955142,-0.107516316,-0.117787759,-0.130349899,-0.105225619,45,2020
-0.120528863,-0.132370557,-0.108687168,-0.117787759,-0.130349899,-0.105225619,46,2020
-0.121431805,-0.133645956,-0.109217654,-0.117787759,-0.130349899,-0.105225619,47,2020
-0.120574531,-0.133001195,-0.108147867,-0.117787759,-0.130349899,-0.105225619,48,2020
-0.119711757,-0.132055502,-0.107368011,-0.117787759,-0.130349899,-0.105225619,49,2020
-0.119784924,-0.132068263,-0.107501586,-0.117787759,-0.130349899,-0.105225619,50,2020
-0.120945206,-0.133121047,-0.108769366,-0.117787759,-0.130349899,-0.105225619,51,2020
-0.11915312,-0.131594011,-0.106712229,-0.117787759,-0.130349899,-0.105225619,52,2020
-0.118080554,-0.130384878,-0.10577623,-0.117787759,-0.130349899,-0.105225619,53,2020
-0.119126002,-0.131096979,-0.107155026,-0.117787759,-0.130349899,-0.105225619,54,2020
-0.118617503,-0.130511022,-0.106723984,-0.117787759,-0.130349899,-0.105225619,55,2020
-0.118672381,-0.130612429,-0.106732333,-0.117787759,-0.130349899,-0.105225619,56,2020
-0.121073704,-0.133015977,-0.109131431,-0.117787759,-0.130349899,-0.105225619,57,2020
-0.121647309,-0.133657548,-0.10963707,-0.117787759,-0.130349899,-0.105225619,58,2020
-0.12313689,-0.135165122,-0.111108658,-0.117787759,-0.130349899,-0.105225619,59,2020
-0.124416088,-0.136366431,-0.112465744,-0.117787759,-0.130349899,-0.105225619,60,2020
-0.127582708,-0.140203205,-0.11496221,-0.117787759,-0.130349899,-0.105225619,61,2020
-0.125044471,-0.137479054,-0.112609888,-0.117787759,-0.130349899,-0.105225619,62,2020
-0.123370585,-0.135834731,-0.110906439,-0.117787759,-0.130349899,-0.105225619,63,2020
-0.124688515,-0.136035281,-0.11334175,-0.117787759,-0.130349899,-0.105225619,64,2020
-0.125872759,-0.13798539,-0.113760128,-0.117787759,-0.130349899,-0.105225619,65,2020
-0.125988459,-0.138534143,-0.113442776,-0.117787759,-0.130349899,-0.105225619,66,2020
-0.125955927,-0.139203926,-0.112707928,-0.117787759,-0.130349899,-0.105225619,67,2020
-0.127580237,-0.140713332,-0.114447142,-0.117787759,-0.130349899,-0.105225619,68,2020
-0.127907044,-0.140748498,-0.11506559,-0.117787759,-0.130349899,-0.105225619,69,2020
-0.128848991,-0.14240785,-0.115290131,-0.117787759,-0.130349899,-0.105225619,70,2020
-0.128100018,-0.142075556,-0.114124479,-0.117787759,-0.130349899,-0.105225619,71,2020
-0.129595774,-0.143819237,-0.11537231,-0.117787759,-0.130349899,-0.105225619,72,2020
-0.127989774,-0.142128536,-0.113851012,-0.117787759,-0.130349899,-0.105225619,73,2020
-0.126708231,-0.140378179,-0.113038282,-0.117787759,-0.130349899,-0.105225619,74,2020
-0.126736578,-0.14063855,-0.112834606,-0.117787759,-0.130349899,-0.105225619,75,2020
-0.124920487,-0.139203319,-0.110637656,-0.117787759,-0.130349899,-0.105225619,76,2020
-0.12763497,-0.142015222,-0.113254718,-0.117787759,-0.130349899,-0.105225619,77,2020
-0.127064746,-0.142512247,-0.111617245,-0.117787759,-0.130349899,-0.105225619,78,2020
-0.122669048,-0.138800332,-0.106537763,-0.117787759,-0.130349899,-0.105225619,79,2020
-0.12275832,-0.138462237,-0.107054404,-0.117787759,-0.130349899,-0.105225619,80,2020
-0.123328837,-0.139634458,-0.107023217,-0.117787759,-0.130349899,-0.105225619,81,2020
-0.124933796,-0.141827101,-0.108040492,-0.117787759,-0.130349899,-0.105225619,82,2020
-0.123358736,-0.139376978,-0.107340493,-0.117787759,-0.130349899,-0.105225619,83,2020
-0.12757915,-0.143933841,-0.111224459,-0.117787759,-0.130349899,-0.105225619,84,2020
-0.127554416,-0.144141086,-0.110967745,-0.117787759,-0.130349899,-0.105225619,85,2020
-0.126975016,-0.1435573,-0.110392733,-0.117787759,-0.130349899,-0.105225619,86,2020
-0.131609285,-0.149373698,-0.113844871,-0.117787759,-0.130349899,-0.105225619,87,2020
-0.126932769,-0.145984185,-0.107881353,-0.117787759,-0.130349899,-0.105225619,88,2020
-0.125174199,-0.144065604,-0.106282793,-0.117787759,-0.130349899,-0.105225619,89,2020
-0.126137257,-0.146407009,-0.105867505,-0.117787759,-0.130349899,-0.105225619,90,2020
-0.124263587,-0.145899448,-0.102627726,-0.117787759,-0.130349899,-0.105225619,91,2020
-0.125917458,-0.149463709,-0.102371208,-0.117787759,-0.130349899,-0.105225619,92,2020
-0.122725815,-0.149931276,-0.095520353,-0.117787759,-0.130349899,-0.105225619,93,2020
-0.115245712,-0.142535228,-0.087956196,-0.117787759,-0.130349899,-0.105225619,94,2020
-0.107227964,-0.13779507,-0.076660858,-0.117787759,-0.130349899,-0.105225619,95,2020
-0.097845204,-0.129999447,-0.065690961,-0.117787759,-0.130349899,-0.105225619,96,2020
-0.099006378,-0.136781543,-0.061231213,-0.117787759,-0.130349899,-0.105225619,97,2020
-0.096040403,-0.14069291,-0.051387897,-0.117787759,-0.130349899,-0.105225619,98,2020
-0.074815349,-0.14847888,-0.001151819,-0.117787759,-0.130349899,-0.105225619,99,2020
-0.197052622,-0.264604016,-0.129501227,-0.138931082,-0.147978245,-0.129883919,1,2021
-0.16635161,-0.206695398,-0.126007822,-0.138931082,-0.147978245,-0.129883919,2,2021
-0.156670672,-0.192024097,-0.121317246,-0.138931082,-0.147978245,-0.129883919,3,2021
-0.151598722,-0.179333939,-0.123863505,-0.138931082,-0.147978245,-0.129883919,4,2021
-0.164283697,-0.191116278,-0.137451117,-0.138931082,-0.147978245,-0.129883919,5,2021
-0.159376025,-0.18461339,-0.134138659,-0.138931082,-0.147978245,-0.129883919,6,2021
-0.160251646,-0.179115399,-0.141387893,-0.138931082,-0.147978245,-0.129883919,7,2021
-0.16044162,-0.181908053,-0.138975187,-0.138931082,-0.147978245,-0.129883919,8,2021
-0.162326785,-0.182269308,-0.142384263,-0.138931082,-0.147978245,-0.129883919,9,2021
-0.158566423,-0.174337169,-0.142795677,-0.138931082,-0.147978245,-0.129883919,10,2021
-0.159776383,-0.176150091,-0.143402674,-0.138931082,-0.147978245,-0.129883919,11,2021
-0.153818244,-0.170763749,-0.136872739,-0.138931082,-0.147978245,-0.129883919,12,2021
-0.153671213,-0.169188191,-0.138154234,-0.138931082,-0.147978245,-0.129883919,13,2021
-0.148346763,-0.162840347,-0.13385318,-0.138931082,-0.147978245,-0.129883919,14,2021
-0.14324599,-0.156496554,-0.129995427,-0.138931082,-0.147978245,-0.129883919,15,2021
-0.141263503,-0.1540035,-0.128523507,-0.138931082,-0.147978245,-0.129883919,16,2021
-0.137386357,-0.14968195,-0.125090763,-0.138931082,-0.147978245,-0.129883919,17,2021
-0.139664943,-0.151532434,-0.127797453,-0.138931082,-0.147978245,-0.129883919,18,2021
-0.140271434,-0.152165273,-0.128377595,-0.138931082,-0.147978245,-0.129883919,19,2021
-0.13811978,-0.149697401,-0.126542158,-0.138931082,-0.147978245,-0.129883919,20,2021
-0.136954435,-0.14763433,-0.126274541,-0.138931082,-0.147978245,-0.129883919,21,2021
-0.136090612,-0.147182125,-0.124999099,-0.138931082,-0.147978245,-0.129883919,22,2021
-0.133030916,-0.144258031,-0.1218038,-0.138931082,-0.147978245,-0.129883919,23,2021
-0.131999171,-0.142659456,-0.121338885,-0.138931082,-0.147978245,-0.129883919,24,2021
-0.129309119,-0.139508484,-0.119109754,-0.138931082,-0.147978245,-0.129883919,25,2021
-0.131937899,-0.142155878,-0.121719921,-0.138931082,-0.147978245,-0.129883919,26,2021
-0.132483523,-0.142941717,-0.122025328,-0.138931082,-0.147978245,-0.129883919,27,2021
-0.132291054,-0.142541013,-0.122041096,-0.138931082,-0.147978245,-0.129883919,28,2021
-0.134704597,-0.144383472,-0.125025722,-0.138931082,-0.147978245,-0.129883919,29,2021
-0.135393977,-0.145138152,-0.125649803,-0.138931082,-0.147978245,-0.129883919,30,2021
-0.138171825,-0.14731084,-0.129032811,-0.138931082,-0.147978245,-0.129883919,31,2021
-0.137078133,-0.146055878,-0.128100387,-0.138931082,-0.147978245,-0.129883919,32,2021
-0.136558887,-0.145618137,-0.127499637,-0.138931082,-0.147978245,-0.129883919,33,2021
-0.136706328,-0.146149991,-0.127262665,-0.138931082,-0.147978245,-0.129883919,34,2021
-0.136334467,-0.145703086,-0.126965849,-0.138931082,-0.147978245,-0.129883919,35,2021
-0.135426989,-0.145038211,-0.125815766,-0.138931082,-0.147978245,-0.129883919,36,2021
-0.134879472,-0.144240606,-0.125518337,-0.138931082,-0.147978245,-0.129883919,37,2021
-0.134399035,-0.143891928,-0.124906142,-0.138931082,-0.147978245,-0.129883919,38,2021
-0.134689742,-0.144010083,-0.125369402,-0.138931082,-0.147978245,-0.129883919,39,2021
-0.132944048,-0.142012637,-0.123875459,-0.138931082,-0.147978245,-0.129883919,40,2021
-0.130960493,-0.139518927,-0.122402059,-0.138931082,-0.147978245,-0.129883919,41,2021
-0.133599421,-0.141876246,-0.125322596,-0.138931082,-0.147978245,-0.129883919,42,2021
-0.134358943,-0.14280942,-0.125908465,-0.138931082,-0.147978245,-0.129883919,43,2021
-0.135441909,-0.14421918,-0.126664637,-0.138931082,-0.147978245,-0.129883919,44,2021
-0.134054636,-0.142928072,-0.1251812,-0.138931082,-0.147978245,-0.129883919,45,2021
-0.133479251,-0.142213137,-0.124745365,-0.138931082,-0.147978245,-0.129883919,46,2021
-0.13340613,-0.142217704,-0.124594556,-0.138931082,-0.147978245,-0.129883919,47,2021
-0.133211043,-0.142027939,-0.124394147,-0.138931082,-0.147978245,-0.129883919,48,2021
-0.13179682,-0.140872756,-0.122720885,-0.138931082,-0.147978245,-0.129883919,49,2021
-0.1304549,-0.13926055,-0.12164925,-0.138931082,-0.147978245,-0.129883919,50,2021
-0.130572824,-0.138969214,-0.122176433,-0.138931082,-0.147978245,-0.129883919,51,2021
-0.13242043,-0.140694862,-0.124145998,-0.138931082,-0.147978245,-0.129883919,52,2021
-0.132479909,-0.140607152,-0.124352667,-0.138931082,-0.147978245,-0.129883919,53,2021
-0.133197355,-0.141726333,-0.124668376,-0.138931082,-0.147978245,-0.129883919,54,2021
-0.1336748,-0.142124094,-0.125225506,-0.138931082,-0.147978245,-0.129883919,55,2021
-0.133464952,-0.142128515,-0.124801388,-0.138931082,-0.147978245,-0.129883919,56,2021
-0.131722917,-0.140208177,-0.123237657,-0.138931082,-0.147978245,-0.129883919,57,2021
-0.13347988,-0.142110492,-0.124849268,-0.138931082,-0.147978245,-0.129883919,58,2021
-0.134583863,-0.143272115,-0.12589561,-0.138931082,-0.147978245,-0.129883919,59,2021
-0.134203826,-0.143060149,-0.125347503,-0.138931082,-0.147978245,-0.129883919,60,2021
-0.134869675,-0.143515786,-0.126223564,-0.138931082,-0.147978245,-0.129883919,61,2021
-0.134344724,-0.142910849,-0.1257786,-0.138931082,-0.147978245,-0.129883919,62,2021
-0.136103367,-0.144926585,-0.127280148,-0.138931082,-0.147978245,-0.129883919,63,2021
-0.135117715,-0.144169138,-0.126066292,-0.138931082,-0.147978245,-0.129883919,64,2021
-0.136003118,-0.145175859,-0.126830376,-0.138931082,-0.147978245,-0.129883919,65,2021
-0.137491106,-0.146861078,-0.128121133,-0.138931082,-0.147978245,-0.129883919,66,2021
-0.135929265,-0.145196344,-0.126662187,-0.138931082,-0.147978245,-0.129883919,67,2021
-0.13753451,-0.146709232,-0.128359787,-0.138931082,-0.147978245,-0.129883919,68,2021
-0.138115598,-0.14747887,-0.128752326,-0.138931082,-0.147978245,-0.129883919,69,2021
-0.137648037,-0.14724741,-0.128048663,-0.138931082,-0.147978245,-0.129883919,70,2021
-0.13721301,-0.146481131,-0.127944888,-0.138931082,-0.147978245,-0.129883919,71,2021
-0.136664752,-0.145839245,-0.127490259,-0.138931082,-0.147978245,-0.129883919,72,2021
-0.136464109,-0.145778473,-0.127149746,-0.138931082,-0.147978245,-0.129883919,73,2021
-0.136211872,-0.145807381,-0.126616363,-0.138931082,-0.147978245,-0.129883919,74,2021
-0.136443283,-0.146354584,-0.126531982,-0.138931082,-0.147978245,-0.129883919,75,2021
-0.135688195,-0.145872876,-0.125503515,-0.138931082,-0.147978245,-0.129883919,76,2021
-0.135218288,-0.145672837,-0.124763738,-0.138931082,-0.147978245,-0.129883919,77,2021
-0.135368852,-0.145534984,-0.125202719,-0.138931082,-0.147978245,-0.129883919,78,2021
-0.135897751,-0.14629961,-0.125495892,-0.138931082,-0.147978245,-0.129883919,79,2021
-0.135389018,-0.146181792,-0.124596244,-0.138931082,-0.147978245,-0.129883919,80,2021
-0.135697652,-0.146676281,-0.124719024,-0.138931082,-0.147978245,-0.129883919,81,2021
-0.132023307,-0.143535954,-0.120510661,-0.138931082,-0.147978245,-0.129883919,82,2021
-0.129492163,-0.140978924,-0.118005403,-0.138931082,-0.147978245,-0.129883919,83,2021
-0.131386571,-0.14361161,-0.119161532,-0.138931082,-0.147978245,-0.129883919,84,2021
-0.130548638,-0.142885532,-0.118211744,-0.138931082,-0.147978245,-0.129883919,85,2021
-0.128238515,-0.140785533,-0.115691497,-0.138931082,-0.147978245,-0.129883919,86,2021
-0.128815732,-0.14201658,-0.115614884,-0.138931082,-0.147978245,-0.129883919,87,2021
-0.12706243,-0.141167746,-0.112957114,-0.138931082,-0.147978245,-0.129883919,88,2021
-0.12389874,-0.137673894,-0.110123586,-0.138931082,-0.147978245,-0.129883919,89,2021
-0.121353519,-0.136349995,-0.106357043,-0.138931082,-0.147978245,-0.129883919,90,2021
-0.119451099,-0.134795707,-0.10410649,-0.138931082,-0.147978245,-0.129883919,91,2021
-0.119039711,-0.13663775,-0.101441671,-0.138931082,-0.147978245,-0.129883919,92,2021
-0.113907277,-0.131029154,-0.0967854,-0.138931082,-0.147978245,-0.129883919,93,2021
-0.111014435,-0.130493081,-0.091535789,-0.138931082,-0.147978245,-0.129883919,94,2021
-0.112482699,-0.132392071,-0.092573327,-0.138931082,-0.147978245,-0.129883919,95,2021
-0.113674828,-0.137554616,-0.08979504,-0.138931082,-0.147978245,-0.129883919,96,2021
-0.13153179,-0.159244273,-0.103819306,-0.138931082,-0.147978245,-0.129883919,97,2021
-0.133361871,-0.167226199,-0.099497543,-0.138931082,-0.147978245,-0.129883919,98,2021
-0.136952877,-0.187190051,-0.086715703,-0.138931082,-0.147978245,-0.129883919,99,2021
